iter	RMSE
132	5.037874205
133	5.033718654
134	5.027074789
135	5.02158168
136	5.017037981
137	5.014281751
138	5.010747527
139	5.007246525
140	5.0026521
141	4.996939249
142	4.993500342
143	4.9922114
144	4.988433696
145	4.980308961
146	4.974213946
147	4.969688225
148	4.967011149
149	4.959112953
150	4.956317079
151	4.951804397
152	4.948877508
153	4.942716997
154	4.938410119
155	4.933543234
156	4.93093902
157	4.925545642
158	4.921100386
159	4.917347731
160	4.912783909
161	4.907869886
162	4.903840133
163	4.897904791
164	4.894906213
165	4.888884124
166	4.884412279
167	4.878922345
168	4.876686486
169	4.873366947
170	4.867809277
171	4.862950608
172	4.860928552
173	4.857361218
174	4.850322251
175	4.844245675
176	4.838261323
177	4.837731757
178	4.833276268
179	4.828146219
180	4.825732702
181	4.824490627
182	4.819992771
183	4.814699718
184	4.811678688
185	4.805598908
186	4.802859795
187	4.798970476
188	4.795784435
189	4.793116517
190	4.790221731
191	4.788468748
192	4.784213851
193	4.779296486
194	4.774302587
195	4.771413479
196	4.767698035
197	4.765227352
198	4.760249472
199	4.753104601
200	4.752486115
201	4.747875437
202	4.742068807
203	4.737249593
204	4.736644556
205	4.731474619
206	4.727098121
207	4.721666573
208	4.717135575
209	4.713586102
210	4.708213662
211	4.701313457
212	4.69704279
213	4.693139031
214	4.691009757
215	4.686030482
216	4.682444342
217	4.678220791
218	4.674659745
219	4.669316258
220	4.664792123
221	4.662340156
222	4.659460038
223	4.654170517
224	4.651174029
225	4.647849875
226	4.642045752
227	4.63901599
228	4.635965082
229	4.632093689
230	4.628403589
231	4.62509721
232	4.621523974
233	4.616260543
234	4.614354424
235	4.612519105
236	4.611800567
237	4.60463288
238	4.602342076
239	4.598531563
240	4.59788186
241	4.593994949
242	4.593498423
243	4.588064143
244	4.582550362
245	4.58083925
246	4.578923407
247	4.577109331
248	4.573722876
249	4.571731598
250	4.567126004
251	4.565728404
252	4.563071312
253	4.557673443
254	4.555019645
255	4.550324222
256	4.548201537
257	4.544565337
258	4.539485915
259	4.53880716
260	4.536596984
261	4.53508271
262	4.529423687
263	4.527866928
264	4.524650686
265	4.52004673
266	4.512596176
267	4.508630246
268	4.506521908
269	4.503852024
270	4.503258573
271	4.501427462
272	4.497750649
273	4.492561811
274	4.489655634
275	4.486509611
276	4.484395569
277	4.484028989
278	4.47975023
279	4.478786713
280	4.47610589
281	4.472191952
282	4.471813781
283	4.467969168
284	4.46402346
285	4.462047095
286	4.458708514
287	4.458369845
288	4.455059208
289	4.451101155
290	4.447968573
291	4.446657788
292	4.442617964
293	4.439158276
294	4.43618201
295	4.431281259
296	4.426324903
297	4.421939327
298	4.421585086
299	4.417145243
300	4.412449356
301	4.409093204
302	4.401899848
303	4.395104879
304	4.391438944
305	4.385760713
306	4.380697066
307	4.378613507
308	4.376445494
309	4.375810515
310	4.372001489
311	4.367660833
312	4.362129672
313	4.361390793
314	4.35687302
315	4.354768469
316	4.352848756
317	4.349420758
318	4.346055522
319	4.345309659
320	4.34251876
321	4.339622463
322	4.337380174
323	4.33424163
324	4.333918791
325	4.331220091
326	4.32904608
327	4.32490818
328	4.323285201
329	4.317476062
330	4.317009024
331	4.316447556
332	4.312488022
333	4.310151014
334	4.309713921
335	4.305809946
336	4.303870015
337	4.29921526
338	4.297705855
339	4.294531547
340	4.290826682
341	4.290540239
342	4.290170251
343	4.284237682
344	4.280598746
345	4.278847027
346	4.277043749
347	4.271219625
348	4.270714701
349	4.267030176
350	4.264102579
351	4.262290428
352	4.259024784
353	4.257406885
354	4.252310038
355	4.252074997
356	4.245855842
357	4.245626397
358	4.243943322
359	4.242160318
360	4.238725338
361	4.238500612
362	4.236620373
363	4.233499477
364	4.227457293
365	4.223909385
366	4.219879687
367	4.216274871
368	4.213150514
369	4.208534482
370	4.205775218
371	4.205120629
372	4.20306143
373	4.202345977
374	4.20197358
375	4.196002378
376	4.194136071
377	4.189050643
378	4.18644313
379	4.182763096
380	4.178810036
381	4.178455774
382	4.175967569
383	4.174049754
384	4.171128844
385	4.168154986
386	4.166211096
387	4.163161758
388	4.162965718
389	4.161726748
390	4.159617968
391	4.156293747
392	4.15264458
393	4.150050284
394	4.144324791
395	4.141561881
396	4.140241826
397	4.137766501
398	4.134125618
399	4.131043598
400	4.125402625
401	4.123796255
402	4.120890362
403	4.118957992
404	4.11607343
405	4.114338847
406	4.112721447
407	4.112377489
408	4.110571359
409	4.106391618
410	4.105311148
411	4.103028477
412	4.100941996
413	4.097472866
414	4.095052601
415	4.092106888
416	4.089050455
417	4.0871278
418	4.083912074
419	4.082984433
420	4.081642433
421	4.078387637
422	4.077209778
423	4.077034566
424	4.076227793
425	4.073245056
426	4.071408677
427	4.070568221
428	4.066228162
429	4.064498171
430	4.059930973
431	4.058277165
432	4.056167577
433	4.053450245
434	4.053231978
435	4.050303953
436	4.04744039
437	4.043334308
438	4.043167963
439	4.04234506
440	4.039911709
441	4.036240228
442	4.030967296
443	4.026398833
444	4.023931339
445	4.022598342
446	4.018597984
447	4.014950326
448	4.012273599
449	4.01119212
450	4.007929731
451	4.007811791
452	4.005364466
453	4.003211031
454	4.001970331
455	3.999643297
456	3.996660747
457	3.994375107
458	3.990543881
459	3.985399857
460	3.981694565
461	3.978514441
462	3.978165965
463	3.975121109
464	3.972673239
465	3.969942862
466	3.969769743
467	3.966874164
468	3.966705499
469	3.965326869
470	3.96348344
471	3.961014977
472	3.956809742
473	3.953719553
474	3.949337164
475	3.947628828
476	3.946313283
477	3.941126845
478	3.93621343
479	3.934758807
480	3.932784354
481	3.929697473
482	3.92874945
483	3.92827378
484	3.924788855
485	3.923991604
486	3.921153495
487	3.916216293
488	3.914445853
489	3.913393169
490	3.910312914
491	3.907707146
492	3.904941688
493	3.904601562
494	3.901989726
495	3.901874179
496	3.900368082
497	3.895438998
498	3.893247158
499	3.890400744
500	3.889057549
501	3.888932852
502	3.886456442
503	3.884797871
504	3.882063151
505	3.87770174
506	3.875236031
507	3.873329921
508	3.870528529
509	3.866846421
510	3.864943493
511	3.86218874
512	3.861256383
513	3.859125141
514	3.857457272
515	3.857170397
516	3.856444126
517	3.855209128
518	3.851149003
519	3.848882282
520	3.847186221
521	3.846122159
522	3.844697479
523	3.842077999
524	3.839519603
525	3.83860182
526	3.835362279
527	3.832993623
528	3.831113919
529	3.830547244
530	3.828169184
531	3.82716136
532	3.824948758
533	3.823775965
534	3.822968672
535	3.820799939
536	3.81697481
537	3.814005941
538	3.811217261
539	3.808039842
540	3.806821826
541	3.804172029
542	3.803260239
543	3.800901672
544	3.798738506
545	3.795341526
546	3.793277843
547	3.792195208
548	3.789299905
549	3.786601392
550	3.786477317
551	3.785324684
552	3.78383522
553	3.780496251
554	3.778724416
555	3.774855288
556	3.772937579
557	3.772201456
558	3.770232811
559	3.765268658
560	3.763071847
561	3.759923209
562	3.756036015
563	3.752158856
564	3.750963767
565	3.748121818
566	3.745274504
567	3.744509155
568	3.739875645
569	3.73584368
570	3.733118678
571	3.731083546
572	3.729052944
573	3.726835361
574	3.726001587
575	3.723363234
576	3.720426538
577	3.718550232
578	3.717300673
579	3.715514282
580	3.712781397
581	3.712659144
582	3.711250323
583	3.710208278
584	3.708943383
585	3.705226606
586	3.703937296
587	3.701199793
588	3.698889079
589	3.698103425
590	3.696223119
591	3.69527124
592	3.693445736
593	3.691220685
594	3.687414178
595	3.685441222
596	3.683869119
597	3.683674531
598	3.68155923
599	3.679117372
600	3.678015963
601	3.676693361
602	3.675789703
603	3.674339193
604	3.672381309
605	3.669634268
606	3.668151636
607	3.666074914
608	3.664071701
609	3.660067803
610	3.65920283
611	3.65807453
612	3.656124405
613	3.652916671
614	3.652670203
615	3.648048315
616	3.646087872
617	3.645671563
618	3.642877053
619	3.641018863
620	3.637347793
621	3.635904163
622	3.634795353
623	3.633809942
624	3.632546877
625	3.631964933
626	3.630813559
627	3.627810699
628	3.627502143
629	3.624010997
630	3.621904621
631	3.620302986
632	3.620200188
633	3.616753973
634	3.613743116
635	3.610823256
636	3.608712951
637	3.606190757
638	3.60239702
639	3.601472167
640	3.598450245
641	3.594893225
642	3.593119066
643	3.592023897
644	3.590418885
645	3.589723039
646	3.587969112
647	3.585975306
648	3.584514378
649	3.583458328
650	3.582648334
651	3.58176044
652	3.581198078
653	3.580594906
654	3.579903003
655	3.577832235
656	3.573178559
657	3.571988435
658	3.568985503
659	3.567956159
660	3.566490766
661	3.560864742
662	3.56035002
663	3.559205589
664	3.559064237
665	3.558872397
666	3.555017193
667	3.552967996
668	3.551534303
669	3.550384091
670	3.548995534
671	3.546682425
672	3.545263452
673	3.542022388
674	3.540627936
675	3.538107185
676	3.536056323
677	3.534230816
678	3.531322523
679	3.529344475
680	3.529256006
681	3.528543005
682	3.527472545
683	3.525969674
684	3.525498622
685	3.524406155
686	3.523727147
687	3.521261026
688	3.517770352
689	3.516248545
690	3.512970077
691	3.511416747
692	3.510439251
693	3.509123355
694	3.508410448
695	3.507684612
696	3.505925205
697	3.505782427
698	3.50330623
699	3.501537414
700	3.499398337
701	3.498230839
702	3.497956148
703	3.496482819
704	3.496002483
705	3.49564669
706	3.495033438
707	3.494407693
708	3.493974673
709	3.49229017
710	3.492213791
711	3.48887496
712	3.4869998
713	3.485555977
714	3.483978131
715	3.482318897
716	3.482034527
717	3.480829987
718	3.480020411
719	3.479668038
720	3.476404517
721	3.473860147
722	3.473338131
723	3.471760092
724	3.468728438
725	3.466139805
726	3.4653578
727	3.463632891
728	3.462229688
729	3.459055238
730	3.458578857
731	3.456418836
732	3.455442446
733	3.454907842
734	3.453294196
735	3.45297932
736	3.452616106
737	3.449583257
738	3.446820956
739	3.444437309
740	3.443543632
741	3.441766242
742	3.440818236
743	3.43960814
744	3.436811842
745	3.434943892
746	3.433015312
747	3.430234955
748	3.427966117
749	3.424710576
750	3.424633272
751	3.421916838
752	3.420721461
753	3.420044863
754	3.418781568
755	3.417834456
756	3.414585152
757	3.413548608
758	3.410649486
759	3.40891382
760	3.406956331
761	3.406431702
762	3.403713943
763	3.403323716
764	3.402681538
765	3.402179082
766	3.399922095
767	3.399646336
768	3.397944546
769	3.397480641
770	3.39413607
771	3.393580324
772	3.39163471
773	3.391020892
774	3.390160434
775	3.388669534
776	3.386911098
777	3.386576433
778	3.386511148
779	3.385710874
780	3.384496302
781	3.381378646
782	3.379191526
783	3.377211885
784	3.374518642
785	3.374388691
786	3.373404373
787	3.372444354
788	3.372037873
789	3.371458871
790	3.368548113
791	3.365544464
792	3.365336731
793	3.364148648
794	3.363482485
795	3.360205242
796	3.357960459
797	3.356419095
798	3.352871042
799	3.351493911
800	3.349544072
801	3.348887938
802	3.348824235
803	3.346299013
804	3.344703186
805	3.344199267
806	3.341215294
807	3.339427027
808	3.338693375
809	3.338312239
810	3.338173075
811	3.335648986
812	3.335357212
813	3.334118337
814	3.333358936
815	3.331763332
816	3.330048501
817	3.32716733
818	3.326855674
819	3.32574415
820	3.324572456
821	3.323300685
822	3.320715488
823	3.319456142
824	3.318902201
825	3.316424953
826	3.315244983
827	3.313230353
828	3.310707609
829	3.30777209
830	3.305620298
831	3.30496623
832	3.304537076
833	3.303507641
834	3.302694934
835	3.299939528
836	3.299280247
837	3.29763111
838	3.296607644
839	3.294460198
840	3.293376002
841	3.290469636
842	3.289441983
843	3.288126505
844	3.28602653
845	3.283102446
846	3.281508151
847	3.281239482
848	3.280266819
849	3.275485518
850	3.274663215
851	3.271813118
852	3.270579806
853	3.267452791
854	3.265831357
855	3.263275433
856	3.260615058
857	3.258223787
858	3.255478677
859	3.255360912
860	3.252364924
861	3.250378931
862	3.249245857
863	3.248072213
864	3.243473825
865	3.242040713
866	3.241378444
867	3.237661898
868	3.236969073
869	3.236065116
870	3.235305289
871	3.234874294
872	3.233409426
873	3.232392315
874	3.231721793
875	3.226934449
876	3.225564057
877	3.224358651
878	3.223980696
879	3.219459863
880	3.218708826
881	3.218207083
882	3.215905723
883	3.214652559
884	3.211225604
885	3.210257705
886	3.20979909
887	3.20793936
888	3.207211181
889	3.204358936
890	3.202523071
891	3.201350637
892	3.200914999
893	3.199736168
894	3.198081565
895	3.1973392
896	3.196078791
897	3.195450821
898	3.191561022
899	3.191055338
900	3.19069846
901	3.190651997
902	3.189644764
903	3.187279643
904	3.186162288
905	3.184893318
906	3.18215181
907	3.180427751
908	3.178001029
909	3.177812875
910	3.177624866
911	3.175335092
912	3.175240747
913	3.172228646
914	3.171877443
915	3.170987085
916	3.169197317
917	3.167836363
918	3.166885063
919	3.164406998
920	3.163532601
921	3.162502236
922	3.159320484
923	3.159004255
924	3.158234316
925	3.158013747
926	3.156942542
927	3.156031777
928	3.155097189
929	3.154929925
930	3.154413324
931	3.153268501
932	3.149510183
933	3.14922432
934	3.147613532
935	3.1453503
936	3.144082884
937	3.142928924
938	3.14070019
939	3.140660497
940	3.138234468
941	3.137614673
942	3.133595142
943	3.132515835
944	3.131077258
945	3.127500325
946	3.127172721
947	3.125117455
948	3.122471776
949	3.120810689
950	3.119103843
951	3.118116268
952	3.116298281
953	3.112885391
954	3.11058099
955	3.109425515
956	3.109083336
957	3.107761719
958	3.106110637
959	3.103584219
960	3.102458337
961	3.102026307
962	3.101383246
963	3.100700366
964	3.100665163
965	3.100116073
966	3.100049552
967	3.099288464
968	3.098599949
969	3.097109911
970	3.095103973
971	3.094324929
972	3.092267496
973	3.090325347
974	3.088811614
975	3.086191972
976	3.083917237
977	3.082241579
978	3.07948676
979	3.078804871
980	3.078764934
981	3.077005661
982	3.07557785
983	3.072708173
984	3.071012799
985	3.067785002
986	3.06774175
987	3.067241715
988	3.066019776
989	3.064715674
990	3.064646996
991	3.062766121
992	3.061590021
993	3.061011245
994	3.059966823
995	3.057228287
996	3.057051372
997	3.055196372
998	3.052708325
999	3.052202984
